產品線,子產品/平台,網頁/工具,檔案,對應公開URL或路由,公開crawl狀態,資料來源URL,官方來源數,法源/引用筆數,待補常數來源筆數,待修正引用筆數,查證狀態,備註
商業版 5 AI Pro,ETP 企業工作台,加班費追討答覆範本 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/response-templates/overtime-dispute/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/response-templates/overtime-dispute,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,勞資爭議應對範本 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/response-templates/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/response-templates,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,資遣通知書範本 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/response-templates/severance-notice/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/response-templates/severance-notice,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,資遣費試算 — 勞資爭議 · 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/labor-dispute/severance-pay/page.tsx,ETP_PAGE:/[workspace]/labor-dispute/severance-pay,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,法規異動詳細 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/law-diff/[id]/page.tsx,ETP_PAGE:/[workspace]/law-diff/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,法規異動追蹤 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/law-diff/page.tsx,ETP_PAGE:/[workspace]/law-diff,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/onboarding/welcome,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/onboarding/welcome/page.tsx,ETP_PAGE:/[workspace]/onboarding/welcome,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,工作區 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/page.tsx,ETP_PAGE:/[workspace],本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,美容美髮 行業風險試算 — 估算法定風險敞口｜周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/beauty/page.tsx,ETP_PAGE:/[workspace]/scenarios/beauty,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,補習班／幼兒園 行業風險試算 — 估算法定風險敞口｜周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/cram-school/page.tsx,ETP_PAGE:/[workspace]/scenarios/cram-school,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,行業風險試算 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/page.tsx,ETP_PAGE:/[workspace]/scenarios,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,餐飲業 行業風險試算 — 估算法定風險敞口｜周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/restaurant/page.tsx,ETP_PAGE:/[workspace]/scenarios/restaurant,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,服飾零售 行業風險試算 — 估算法定風險敞口｜周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/scenarios/retail/page.tsx,ETP_PAGE:/[workspace]/scenarios/retail,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,排班合規檢查 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/schedule-check/page.tsx,ETP_PAGE:/[workspace]/schedule-check,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,稽核紀錄 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/audit/page.tsx,ETP_PAGE:/[workspace]/settings/audit,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,訂閱管理 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/billing/page.tsx,ETP_PAGE:/[workspace]/settings/billing,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,升級訂閱 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/billing/upgrade/[module]/page.tsx,ETP_PAGE:/[workspace]/settings/billing/upgrade/[module],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,白標設定 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/branding/page.tsx,ETP_PAGE:/[workspace]/settings/branding,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,法規異動 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/law-updates/page.tsx,ETP_PAGE:/[workspace]/settings/law-updates,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,成員管理 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/members/page.tsx,ETP_PAGE:/[workspace]/settings/members,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,內部規範覆寫 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/override-rules/page.tsx,ETP_PAGE:/[workspace]/settings/override-rules,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,設定 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/page.tsx,ETP_PAGE:/[workspace]/settings,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,個資法遵循 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/privacy/page.tsx,ETP_PAGE:/[workspace]/settings/privacy,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,MFA 裝置 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/security/devices/page.tsx,ETP_PAGE:/[workspace]/settings/security/devices,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,啟用 MFA — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/security/enroll/page.tsx,ETP_PAGE:/[workspace]/settings/security/enroll,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,安全與 MFA — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/settings/security/page.tsx,ETP_PAGE:/[workspace]/settings/security,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,周全帳號 — ChouLegal,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/account/page.tsx,ETP_PAGE:/account,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,Admin · 法規異動候選 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/law-candidates/page.tsx,ETP_PAGE:/admin/law-candidates,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,Admin · Law Changes — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/law-changes/page.tsx,ETP_PAGE:/admin/law-changes,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,Admin · Law Impact Detail — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/law-impact/[id]/page.tsx,ETP_PAGE:/admin/law-impact/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,Admin · 法規異動影響分析 — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/law-impact/page.tsx,ETP_PAGE:/admin/law-impact,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,Admin · Demo Leads — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/leads/page.tsx,ETP_PAGE:/admin/leads,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,Admin · Waitlist — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/admin/waitlist/page.tsx,ETP_PAGE:/admin/waitlist,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/audit/export,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/audit/export/route.ts,ETP_ROUTE:/api/[workspace]/audit/export,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/audit,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/audit/route.ts,ETP_ROUTE:/api/[workspace]/audit,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/billing/checkout,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/billing/checkout/route.ts,ETP_ROUTE:/api/[workspace]/billing/checkout,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/billing,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/billing/route.ts,ETP_ROUTE:/api/[workspace]/billing,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/branding,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/branding/route.ts,ETP_ROUTE:/api/[workspace]/branding,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/calc-report,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calc-report/route.ts,ETP_ROUTE:/api/[workspace]/calc-report,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/calculator/explain-pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calculator/explain-pdf/route.ts,ETP_ROUTE:/api/[workspace]/calculator/explain-pdf,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/calendar/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calendar/[id]/route.ts,ETP_ROUTE:/api/[workspace]/calendar/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/calendar,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/calendar/route.ts,ETP_ROUTE:/api/[workspace]/calendar,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/assets,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/assets/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/assets,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/calcs,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/calcs/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/calcs,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,collaborators/[collabId]/resend,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/collaborators/[collabId]/resend/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/collaborators/[collabId]/resend,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[id]/collaborators/[collabId],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/collaborators/[collabId]/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/collaborators/[collabId],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/collaborators,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/collaborators/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/collaborators,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,[id]/deadlines/[deadlineId],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/deadlines/[deadlineId]/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/deadlines/[deadlineId],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/deadlines,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/deadlines/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/deadlines,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/document-pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/document-pdf/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/document-pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/draft-doc,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/draft-doc/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/draft-doc,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/heirs,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/heirs/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/heirs,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,cases/[id]/report-pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/report-pdf/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id]/report-pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/cases/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/[id]/route.ts,ETP_ROUTE:/api/[workspace]/cases/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/cases,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/cases/route.ts,ETP_ROUTE:/api/[workspace]/cases,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/civil-service/performance,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/civil-service/performance/route.ts,ETP_ROUTE:/api/[workspace]/civil-service/performance,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,personnel-order/[id]/pdf,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/civil-service/personnel-order/[id]/pdf/route.ts,ETP_ROUTE:/api/[workspace]/civil-service/personnel-order/[id]/pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,civil-service/personnel-order/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/civil-service/personnel-order/[id]/route.ts,ETP_ROUTE:/api/[workspace]/civil-service/personnel-order/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/civil-service/personnel-order,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/civil-service/personnel-order/route.ts,ETP_ROUTE:/api/[workspace]/civil-service/personnel-order,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,合規自檢：${ctx.workspace.name},/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/compliance-check/route.ts,ETP_ROUTE:/api/[workspace]/compliance-check,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,employees/[id]/erasure,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/[id]/erasure/route.ts,ETP_ROUTE:/api/[workspace]/employees/[id]/erasure,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,employees/[id]/export,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/[id]/export/route.ts,ETP_ROUTE:/api/[workspace]/employees/[id]/export,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/employees/[id],/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/[id]/route.ts,ETP_ROUTE:/api/[workspace]/employees/[id],本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,[workspace]/employees/import,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/import/route.ts,ETP_ROUTE:/api/[workspace]/employees/import,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,employees/import/template,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/import/template/route.ts,ETP_ROUTE:/api/[workspace]/employees/import/template,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,api/[workspace]/employees,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/employees/route.ts,ETP_ROUTE:/api/[workspace]/employees,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,人資,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/hrpro/health-check/pdf/route.ts,ETP_ROUTE:/api/[workspace]/hrpro/health-check/pdf,本機動態/後台檔案，未納入公開站 crawl,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
商業版 5 AI Pro,ETP 企業工作台,hrpro/restaurant-quick/save,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/hrpro/restaurant-quick/save/route.ts,ETP_ROUTE:/api/[workspace]/hrpro/restaurant-quick/save,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,hrpro/scenarios/simulate,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/api/[workspace]/hrpro/scenarios/simulate/route.ts,ETP_ROUTE:/api/[workspace]/hrpro/scenarios/simulate,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
